oaptlocation,destname,daptlocation,oname,dname,tbl,y,quart,origincty,destcty,originname,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,numrecs,x
"Atlanta, GA","Rochester, NY","Rochester, NY","Atlanta, GA (Metro Area)","Rochester, NY",Table 1,0,20133,30397,34576,"Atlanta, GA (Metro Area)",749,208.1521739,240.2830809,DL,72.53263708,249.0504968,US,12.95039165,226.2705645,357,20
"Chicago, IL","Norfolk, VA (Metro Area)","Norfolk, VA","Chicago, IL","Norfolk, VA (Metro Area)",Table 1,20,20133,30977,33667,"Chicago, IL",717,407.2826087,239.7976541,UA,39.79183347,249.9986117,WN,36.13557513,227.6845273,358,0
"Providence, RI","Grand Rapids, MI","Grand Rapids, MI","Boston, MA (Metro Area)","Grand Rapids, MI",Table 1,0,20133,30721,31986,"Boston, MA (Metro Area)",740,198.3695652,232.0977863,DL,37.31506849,259.6990162,WN,11.56164384,203.9591469,359,19
"Dallas, TX","Atlanta, GA (Metro Area)","Atlanta, GA","Dallas, TX","Atlanta, GA (Metro Area)",Table 1,20,20133,30194,30397,"Dallas/Fort Worth, TX",731,2182.934783,231.9213225,DL,37.20559677,280.0366502,NK,17.88577404,118.3908241,360,0
"Providence, RI","Dayton, OH","Dayton, OH","Boston, MA (Metro Area)","Dayton, OH",Table 1,0,20133,30721,31267,"Boston, MA (Metro Area)",709,197.7173913,215.3075041,UA,41.01154481,191.2028686,UA,41.01154481,191.2028686,361,19
"Washington, VA","St. Louis, MO","St. Louis, MO","Washington, DC (Metro Area)","St. Louis, MO",Table 1,0,20133,30852,31123,"Washington, DC (Metro Area)",738,1258.26087,213.927741,WN,53.52453352,205.6666027,WN,53.52453352,205.6666027,362,23
"El Paso, TX","Los Angeles, CA (Metro Area)","Santa Ana, CA","El Paso, TX","Los Angeles, CA (Metro Area)",Table 1,24,20133,30615,32575,"El Paso, TX",715,448.1521739,212.0370337,WN,60.75673054,210.9203393,AA,18.67572156,207.475052,363,0
"Spokane, WA","San Francisco, CA (Metro Area)","San Jose, CA","Spokane, WA","San Francisco, CA (Metro Area)",Table 1,26,20133,31884,32457,"Spokane, WA",742,432.2826087,207.4037239,WN,58.3605733,207.2699957,WN,58.3605733,207.2699957,364,0
"Seattle, WA","Fresno, CA","Fresno, CA","Seattle, WA","Fresno, CA",Table 1,0,20133,30559,31638,"Seattle, WA",748,213.3695652,201.5233469,AS,87.87570046,200.2942841,AS,87.87570046,200.2942841,365,0
"Atlanta, GA","Buffalo, NY","Buffalo, NY","Atlanta, GA (Metro Area)","Buffalo, NY",Table 1,0,20133,30397,30792,"Atlanta, GA (Metro Area)",712,452.7173913,199.7529124,DL,66.67466987,202.0699208,FL,19.3997599,184.4502847,366,20
"Phoenix, AZ","Boise, ID","Boise, ID","Phoenix, AZ","Boise, ID",Table 1,0,20133,30466,30713,"Phoenix, AZ",735,250.8695652,193.8687695,US,51.21317158,186.9194501,DL,14.68804159,165.1679056,367,0
"Jacksonville, FL","Philadelphia, PA","Philadelphia, PA","Jacksonville, FL","Philadelphia, PA",Table 1,0,20133,31136,34100,"Jacksonville, FL",742,496.0869565,189.3347437,US,58.56704645,214.9451852,DL,23.46625767,152.2523156,368,0
"Kansas City, MO","San Antonio, TX","San Antonio, TX","Kansas City, MO","San Antonio, TX",Table 1,0,20133,33198,33214,"Kansas City, MO",706,214.5652174,188.2126798,WN,60.43566363,193.9282481,UA,10.53698075,175.9034135,369,0
"Louisville, KY","Tampa, FL (Metro Area)","Tampa, FL","Louisville, KY","Tampa, FL (Metro Area)",Table 1,18,20133,33044,33195,"Louisville, KY",727,243.5869565,180.2478938,WN,59.57161981,180.3463895,US,15.57340473,172.7384527,370,0
"Orlando, FL","Louisville, KY","Louisville, KY","Orlando, FL","Louisville, KY",Table 1,0,20133,31454,33044,"Orlando, FL",719,266.3043478,177.6413225,WN,57.87755102,177.9423907,DL,28.12244898,166.8681277,371,0
"Washington, VA","Madison, WI","Madison, WI","Washington, DC (Metro Area)","Madison, WI",Table 1,0,20133,30852,33485,"Washington, DC (Metro Area)",714,353.0434783,162.6830603,F9,43.84236453,125.7283076,F9,43.84236453,125.7283076,372,23
"Providence, RI","Charlotte, NC","Charlotte, NC","Boston, MA (Metro Area)","Charlotte, NC",Table 1,0,20133,30721,31057,"Boston, MA (Metro Area)",737,1932.282609,144.2194887,US,76.87461326,146.2512732,B6,13.23057884,131.3648044,373,19
"Las Vegas, NV","Pasco/Kennewick/Richland, WA","Pasco/Kennewick/Richland, WA","Las Vegas, NV","Pasco/Kennewick/Richland, WA",Table 1,0,20133,32211,34252,"Las Vegas, NV",732,170.9782609,108.4362492,G4,72.47298156,90.76775439,G4,72.47298156,90.76775439,,
"Providence, RI","Cincinnati, OH","Cincinnati, KY","Boston, MA (Metro Area)","Cincinnati, KY",Table 1,0,20133,30721,33105,"Boston, MA (Metro Area)",752,442.6086957,302.843696,DL,68.59037328,327.0691515,US,26.32612967,243.7643004,375,19
"Atlanta, GA","Oklahoma City, OK","Oklahoma City, OK","Atlanta, GA (Metro Area)","Oklahoma City, OK",Table 1,0,20133,30397,33851,"Atlanta, GA (Metro Area)",761,184.8913044,294.3252734,DL,63.78600823,309.9872535,WN,13.99176955,242.2258824,376,20
"Hartford, CT","Chicago, IL","Chicago, IL","Hartford, CT","Chicago, IL",Table 1,0,20133,30529,30977,"Hartford, CT",783,695.5434783,274.5749758,WN,32.69260822,240.9827295,WN,32.69260822,240.9827295,377,0
"Atlanta, GA","Syracuse, NY","Syracuse, NY","Atlanta, GA (Metro Area)","Syracuse, NY",Table 1,0,20133,30397,35096,"Atlanta, GA (Metro Area)",794,214.3478261,257.5598529,DL,75.15212982,264.1673414,US,21.65314402,235.8276581,378,20
"Houston, TX","Tampa, FL (Metro Area)","Tampa, FL","Houston, TX","Tampa, FL (Metro Area)",Table 1,18,20133,31453,33195,"Houston, TX",787,464.8913044,257.2011761,UA,46.85527239,262.4215868,WN,39.9812953,259.234614,379,0
"Albuquerque, NM","Houston, TX","Houston, TX","Albuquerque, NM","Houston, TX",Table 1,0,20133,30140,31453,"Albuquerque, NM",759,340.5434783,251.9502522,WN,62.71943824,246.1073741,WN,62.71943824,246.1073741,380,0
"Newburgh/Poughkeepsie, NY","Savannah, GA","Savannah, GA","New York City, NY (Metro Area)","Savannah, GA",Table 1,0,20133,31703,34685,"New York City, NY (Metro Area)",756,436.6304348,237.3120065,DL,49.9128703,226.531611,DL,49.9128703,226.531611,3,
"Tucson, AZ","San Francisco, CA (Metro Area)","San Jose, CA","Tucson, AZ","San Francisco, CA (Metro Area)",Table 1,26,20133,30436,32457,"Tucson, AZ",751,340.1086957,233.4813167,WN,59.53978907,232.1586581,WN,59.53978907,232.1586581,382,0
"Atlanta, GA","New York City, NY (Metro Area)","Newburgh/Poughkeepsie, NY","Atlanta, GA (Metro Area)","New York City, NY (Metro Area)",Table 1,26,20133,30397,31703,"Atlanta, GA (Metro Area)",795,6186.304348,230.8797277,DL,64.41824507,240.5794499,FL,11,,,
"Dallas, TX","Indianapolis, IN","Indianapolis, IN","Dallas, TX","Indianapolis, IN",Table 1,0,20133,30194,32337,"Dallas/Fort Worth, TX",761,567.7173913,227.9411583,AA,72.64024507,233.449407,WN,14.95309209,185.4739693,384,0
"St. Louis, MO","San Antonio, TX","San Antonio, TX","St. Louis, MO","San Antonio, TX",Table 1,0,20133,31123,33214,"St. Louis, MO",786,247.2826087,226.0713451,WN,68.96703297,227.5367559,AA,17.71428571,216.3091811,385,0
"Chicago, IL","New York City, NY (Metro Area)","New York, NY","Chicago, IL","New York City, NY (Metro Area)",Table 1,26,20133,30977,31703,"Chicago, IL",773,10016.52174,218.8149637,AA,29.47847035,215.9439168,WN,16.76252279,179.7827734,386,0
"Chicago, IL","Charleston, SC","Charleston, SC","Chicago, IL","Charleston, SC",Table 1,0,20133,30977,30994,"Chicago, IL",760,416.4130435,213.7843853,WN,41.79065518,194.9277327,WN,41.79065518,194.9277327,387,0
"Washington, VA","Memphis, TN","Memphis, TN","Washington, DC (Metro Area)","Memphis, TN",Table 1,0,20133,30852,33244,"Washington, DC (Metro Area)",787,470,211.1435962,DL,43.4320074,219.0921938,FL,26.59574468,153.3592261,388,23
"Austin, TX","Nashville, TN","Nashville, TN","Austin, TX","Nashville, TN",Table 1,0,20133,30423,30693,"Austin, TX",756,285.6521739,209.4971994,WN,66.97108067,223.8617727,AA,22.37442922,171.5688095,389,0
"Denver, CO","San Antonio, TX","San Antonio, TX","Denver, CO","San Antonio, TX",Table 1,0,20133,30325,33214,"Denver, CO",794,505.2173913,202.2431325,WN,63.03786575,191.2466587,WN,63.03786575,191.2466587,390,0
"Cincinnati, KY","Tampa, FL (Metro Area)","Tampa, FL","Cincinnati, KY","Tampa, FL (Metro Area)",Table 1,18,20133,33105,33195,"Cincinnati, OH",773,258.8043478,197.3426376,DL,78.83242335,198.614992,US,17.93364133,191.6122951,391,0
"Denver, CO","Little Rock, AR","Little Rock, AR","Denver, CO","Little Rock, AR",Table 1,0,20133,30325,32600,"Denver, CO",771,193.1521739,193.5465785,UA,43.44400675,222.7712694,F9,37.87281936,145.6379049,392,0
"Washington, VA","Panama City, FL","Panama City, FL","Washington, DC (Metro Area)","Panama City, FL",Table 1,0,20133,30852,31481,"Washington, DC (Metro Area)",798,213.6956522,193.177472,WN,79.75584944,170.2838712,WN,79.75584944,170.2838712,393,23
"New York, NY","Milwaukee, WI","Milwaukee, WI","New York City, NY (Metro Area)","Milwaukee, WI",Table 1,0,20133,31703,33342,"New York City, NY (Metro Area)",777,1293.695652,189.9135616,DL,39.51436733,200.5592388,WN,35.69148042,151.1852542,394,26
"Pittsburgh, PA","Kansas City, MO","Kansas City, MO","Pittsburgh, PA","Kansas City, MO",Table 1,0,20133,30198,33198,"Pittsburgh, PA",773,174.3478261,189.6977556,WN,38.59102244,194.482504,DL,28.80299252,177.1333333,395,0
"Santa Ana, CA","Bend/Redmond, OR","Bend/Redmond, OR","Los Angeles, CA (Metro Area)","Bend/Redmond, OR",Table 1,0,20133,32575,34489,"Los Angeles, CA (Metro Area)",751,180.1086957,189.4122631,AS,47.55582378,190.8132487,UA,17.68255884,175.4154608,396,2
"Orlando, FL","Cincinnati, OH","Cincinnati, KY","Orlando, FL","Cincinnati, KY",Table 1,0,20133,31454,33105,"Orlando, FL",757,362.6086957,187.3019005,DL,91.51678657,185.8256928,DL,91.51678657,185.8256928,397,0
"Denver, CO","St. Louis, MO","St. Louis, MO","Denver, CO","St. Louis, MO",Table 1,0,20133,30325,31123,"Denver, CO",770,1038.043478,174.1109885,WN,51.65445026,173.5227103,F9,27.9895288,140.0960569,398,0
"Denver, CO","Austin, TX","Austin, TX","Denver, CO","Austin, TX",Table 1,0,20133,30325,30423,"Denver, CO",775,1003.152174,166.2303998,WN,47.04735074,164.0742907,F9,26.31921118,137.927254,399,0
"Eugene, OR","Los Angeles, CA (Metro Area)","Santa Ana, CA","Eugene, OR","Los Angeles, CA (Metro Area)",Table 1,24,20133,31603,32575,"Eugene, OR",776,326.6304348,156.8486789,AA,28.41930117,171.3834778,G4,25.85690516,90.86486487,400,0
"Washington, VA","Orlando, FL","Orlando, FL","Washington, DC (Metro Area)","Orlando, FL",Table 1,0,20133,30852,31454,"Washington, DC (Metro Area)",787,3742.282609,148.9671852,US,34.93856923,139.1485161,B6,14.59815853,129.6570414,401,23
"Las Vegas, NV","Portland, OR","Portland, OR","Las Vegas, NV","Portland, OR",Table 1,0,20133,32211,34057,"Las Vegas, NV",763,1355.978261,138.4596409,AS,46.88577154,140.763151,NK,14.26052104,95.56496346,402,0
"Providence, RI","Myrtle Beach, SC","Myrtle Beach, SC","Boston, MA (Metro Area)","Myrtle Beach, SC",Table 1,0,20133,30721,31135,"Boston, MA (Metro Area)",756,338.3695652,130.2325153,NK,67.81239962,90.74747513,NK,67.81239962,90.74747513,403,19
"Bellingham, WA","San Francisco, CA (Metro Area)","Oakland, CA","Bellingham, WA","San Francisco, CA (Metro Area)",Table 1,26,20133,30666,32457,"Bellingham, WA",790,257.6086957,127.9375781,G4,72.82700422,105.7885284,G4,72.82700422,105.7885284,404,0
"Chicago, IL","Myrtle Beach, SC","Myrtle Beach, SC","Chicago, IL","Myrtle Beach, SC",Table 1,0,20133,30977,31135,"Chicago, IL",753,308.1521739,113.0975097,NK,71.92239859,89.50635115,NK,71.92239859,89.50635115,405,0
"Dallas/Fort Worth, TX","Cincinnati, OH","Cincinnati, KY","Dallas/Fort Worth, TX","Cincinnati, KY",Table 1,0,20133,30194,33105,"Dallas/Fort Worth, TX",812,207.173913,362.8432791,AA,57.86988458,368.8203173,DL,30.53515215,366.9905498,406,0
"New York, NY","Madison, WI","Madison, WI","New York City, NY (Metro Area)","Madison, WI",Table 1,0,20133,31703,33485,"New York City, NY (Metro Area)",850,263.9130435,291.2196664,DL,61.44975288,291.4752547,DL,61.44975288,291.4752547,407,26
"Atlanta, GA","Omaha, NE","Omaha, NE","Atlanta, GA (Metro Area)","Omaha, NE",Table 1,0,20133,30397,33316,"Atlanta, GA (Metro Area)",821,214.3478261,286.0533367,DL,66.93711968,310.0720758,WN,14.55375254,209.3972474,408,20
"Providence, RI","Indianapolis, IN","Indianapolis, IN","Boston, MA (Metro Area)","Indianapolis, IN",Table 1,0,20133,30721,32337,"Boston, MA (Metro Area)",818,494.673913,282.231136,DL,47.81366733,307.1434559,WN,14.12876291,247.4718507,409,19
"Houston, TX","Omaha, NE","Omaha, NE","Houston, TX","Omaha, NE",Table 1,0,20133,31453,33316,"Houston, TX",804,177.826087,275.328857,UA,62.83618582,292.8169455,WN,21.14914425,251.6868497,410,0
"Providence, RI","Louisville, KY","Louisville, KY","Boston, MA (Metro Area)","Louisville, KY",Table 1,0,20133,30721,33044,"Boston, MA (Metro Area)",829,229.1304348,264.0359203,WN,38.18785579,254.8854162,US,33.25426945,253.7064337,411,19
"Houston, TX","Louisville, KY","Louisville, KY","Houston, TX","Louisville, KY",Table 1,0,20133,31453,33044,"Houston, TX",803,187.3913044,260.8555685,WN,38.57308585,236.2449023,WN,38.57308585,236.2449023,412,0
"Dallas, TX","Tucson, AZ","Tucson, AZ","Dallas, TX","Tucson, AZ",Table 1,0,20133,30194,30436,"Dallas/Fort Worth, TX",824,190,259.2233238,AA,83.69565217,259.1274915,UA,1.71624714,235.206,413,0
"Jacksonville, FL","Houston, TX","Houston, TX","Jacksonville, FL","Houston, TX",Table 1,0,20133,31136,31453,"Jacksonville, FL",817,233.9130435,244.7775418,WN,47.58364312,218.2277539,WN,47.58364312,218.2277539,414,0
"Jacksonville, FL","Detroit, MI","Detroit, MI","Jacksonville, FL","Detroit, MI",Table 1,0,20133,31136,31295,"Jacksonville, FL",813,179.1304348,240.09571,DL,55.52184466,257.939082,US,31.61407767,218.628119,415,0
"Atlanta, GA","Austin, TX","Austin, TX","Atlanta, GA (Metro Area)","Austin, TX",Table 1,0,20133,30397,30423,"Atlanta, GA (Metro Area)",813,532.7173913,238.5192777,DL,69.04713324,242.8231472,WN,21.91389512,219.4876443,416,20
"Colorado Springs, CO","Los Angeles, CA (Metro Area)","Santa Ana, CA","Colorado Springs, CO","Los Angeles, CA (Metro Area)",Table 1,24,20133,30189,32575,"Colorado Springs, CO",833,181.7391304,234.8073505,UA,84.03110048,230.5311815,US,8.373205742,201.8,,
"Dallas, TX","Chicago, IL","Chicago, IL","Dallas, TX","Chicago, IL",Table 1,0,20133,30194,30977,"Dallas/Fort Worth, TX",802,3187.608696,231.9671442,AA,56.17881743,255.6574064,NK,14.26038328,124.3953037,418,0
"Nashville, TN","Miami, FL (Metro Area)","Fort Lauderdale, FL","Nashville, TN","Miami, FL (Metro Area)",Table 1,18,20133,30693,32467,"Nashville, TN",806,436.1956522,229.9864715,WN,56.46648393,228.911346,DL,13.03264391,216.0479541,419,0
"Chicago, IL","New Orleans, LA","New Orleans, LA","Chicago, IL","New Orleans, LA",Table 1,0,20133,30977,33495,"Chicago, IL",837,611.6304348,229.0949405,WN,48.78265506,219.0237159,WN,48.78265506,219.0237159,420,0
"Bozeman, MT","San Francisco, CA (Metro Area)","San Jose, CA","Bozeman, MT","San Francisco, CA (Metro Area)",Table 1,26,20133,30849,32457,"Bozeman, MT",807,171.9565217,229.0541972,DL,36.15676359,217.8657343,AS,29.01390645,187.2750109,421,0
"Phoenix, AZ","San Antonio, TX","San Antonio, TX","Phoenix, AZ","San Antonio, TX",Table 1,0,20133,30466,33214,"Phoenix, AZ",843,363.6956522,225.9236103,WN,47.19067543,254.3106397,US,40.70531979,198.0735463,422,0
"Washington, VA","Pensacola, FL","Pensacola, FL","Washington, DC (Metro Area)","Pensacola, FL",Table 1,0,20133,30852,33728,"Washington, DC (Metro Area)",846,240.9782609,224.005124,DL,46.27875507,232.155156,FL,14.61434371,210.5205556,423,23
"Phoenix, AZ","Oklahoma City, OK","Oklahoma City, OK","Phoenix, AZ","Oklahoma City, OK",Table 1,0,20133,30466,33851,"Phoenix, AZ",833,213.8043478,221.4382969,WN,62.938485,248.3033522,AA,18.30198272,164.6691944,424,0
"Houston, TX","Greenville/Spartanburg, SC","Greer, SC","Houston, TX","Greer, SC",Table 1,0,20133,31453,31871,"Houston, TX",845,194.0217391,219.4057759,WN,49.41176471,198.6077664,WN,49.41176471,198.6077664,425,0
"Nashville, TN","New York City, NY (Metro Area)","New York, NY","Nashville, TN","New York City, NY (Metro Area)",Table 1,26,20133,30693,31703,"Nashville, TN",803,1428.26087,219.2717504,WN,27.82343988,187.5055553,WN,27.82343988,187.5055553,426,0
"Nashville, TN","San Antonio, TX","San Antonio, TX","Nashville, TN","San Antonio, TX",Table 1,0,20133,30693,33214,"Nashville, TN",822,228.9130435,214.7146676,WN,76.35327635,214.7642475,DL,11.34852802,190.8608368,427,0
"St. Louis, MO","Philadelphia, PA","Philadelphia, PA","St. Louis, MO","Philadelphia, PA",Table 1,0,20133,31123,34100,"St. Louis, MO",814,560.4347826,214.5303239,US,48.44840962,230.3167614,DL,10.68657874,156.6168421,428,0
"Charlotte, NC","Kansas City, MO","Kansas City, MO","Charlotte, NC","Kansas City, MO",Table 1,0,20133,31057,33198,"Charlotte, NC",808,303.0434783,208.9659433,US,44.47632712,253.3085,DL,30.52367288,157.4852879,429,0
"Spokane, WA","Las Vegas, NV","Las Vegas, NV","Spokane, WA","Las Vegas, NV",Table 1,0,20133,31884,32211,"Spokane, WA",806,236.7391304,201.6723278,WN,69.37557392,197.6800794,WN,69.37557392,197.6800794,430,0
"Fort Lauderdale, FL","Norfolk, VA (Metro Area)","Norfolk, VA","Miami, FL (Metro Area)","Norfolk, VA (Metro Area)",Table 1,20,20133,32467,33667,"Miami, FL (Metro Area)",812,239.3478261,197.9261671,US,32.97002725,213.5106749,WN,17.93823797,180.1901266,,
"Denver, CO","Reno, NV","Reno, NV","Denver, CO","Reno, NV",Table 1,0,20133,30325,34570,"Denver, CO",804,414.8913044,196.9093031,WN,50.32748232,196.0435502,UA,38.80010479,194.8339568,432,0
"Denver, CO","Madison, WI","Madison, WI","Denver, CO","Madison, WI",Table 1,0,20133,30325,33485,"Denver, CO",826,270.4347826,196.8727773,UA,48.31189711,228.3775458,F9,42.00160772,151.4688612,433,0
"Washington, VA","Valparaiso, FL","Valparaiso, FL","Washington, DC (Metro Area)","Valparaiso, FL",Table 1,0,20133,30852,31504,"Washington, DC (Metro Area)",819,206.7391304,187.8547844,DL,61.829653,181.6320748,DL,61.829653,181.6320748,434,23
"Columbus, OH","Tampa, FL (Metro Area)","Tampa, FL","Columbus, OH","Tampa, FL (Metro Area)",Table 1,18,20133,31066,33195,"Columbus, OH",829,394.7826087,183.5150083,WN,50.33039648,186.1425274,FL,16.93281938,163.1101138,435,0
"Indianapolis, IN","Tampa, FL (Metro Area)","Tampa, FL","Indianapolis, IN","Tampa, FL (Metro Area)",Table 1,18,20133,32337,33195,"Indianapolis, IN",837,473.8043478,181.5470842,FL,49.71323698,179.5237471,WN,28.35512732,176.3327589,436,0
"Orlando, FL","Indianapolis, IN","Indianapolis, IN","Orlando, FL","Indianapolis, IN",Table 1,0,20133,31454,32337,"Orlando, FL",829,674.5652174,180.0448099,FL,66.67740896,184.6799033,DL,19.93232356,162.640388,437,0
"Providence, RI","Charleston, SC","Charleston, SC","Boston, MA (Metro Area)","Charleston, SC",Table 1,0,20133,30721,30994,"Boston, MA (Metro Area)",836,453.9130435,176.4292194,B6,31.46551724,184.9431355,DL,16.30747126,161.191909,438,19
"Dayton, OH","Tampa, FL (Metro Area)","Tampa, FL","Dayton, OH","Tampa, FL (Metro Area)",Table 1,18,20133,31267,33195,"Dayton, OH",828,205.4347826,174.2094974,FL,47.72486773,176.5166408,DL,30.42328042,160.1009391,439,0
"Denver, CO","Spokane, WA","Spokane, WA","Denver, CO","Spokane, WA",Table 1,0,20133,30325,31884,"Denver, CO",836,390.1086957,173.6313876,WN,39.56533853,166.887493,F9,29.45110059,158.462772,440,0
"Pittsburgh, PA","Orlando, FL","Orlando, FL","Pittsburgh, PA","Orlando, FL",Table 1,0,20133,30198,31454,"Pittsburgh, PA",834,769.0217391,169.6864495,FL,51.06713781,166.9672378,WN,32.72084806,164.2729331,441,0
"Dayton, OH","Orlando, FL","Orlando, FL","Dayton, OH","Orlando, FL",Table 1,0,20133,31267,31454,"Dayton, OH",808,340.2173913,163.4306358,FL,75.9744409,160.2884188,FL,75.9744409,160.2884188,442,0
"Columbus, OH","Orlando, FL","Orlando, FL","Columbus, OH","Orlando, FL",Table 1,0,20133,31066,31454,"Columbus, OH",802,531.6304348,163.1577367,FL,43.44714782,160.6378118,FL,43.44714782,160.6378118,443,0
"Miami, FL","Richmond, VA","Richmond, VA","Miami, FL (Metro Area)","Richmond, VA",Table 1,0,20133,32467,34524,"Miami, FL (Metro Area)",825,332.173913,156.9027029,B6,34.52225131,143.8898199,B6,34.52225131,143.8898199,444,18
"Washington, VA","Tampa, FL (Metro Area)","Tampa, FL","Washington, DC (Metro Area)","Tampa, FL (Metro Area)",Table 1,18,20133,30852,33195,"Washington, DC (Metro Area)",842,2184.891304,154.8542301,US,34.71966569,164.2911649,FL,16.39221929,139.263563,,
"Orlando, FL","Latrobe, PA","Latrobe, PA","Orlando, FL","Latrobe, PA",Table 1,0,20133,31454,32898,"Orlando, FL",824,242.173913,84.03199282,NK,100,84.03199282,NK,100,84.03199282,446,0
